user_id,variant,assignment_date,converted,page_load_ms
832,control,2026-03-05,0,1446
833,control,2026-03-10,1,1314
834,treatment,2026-03-04,0,1822
835,control,2026-03-10,1,1283
836,treatment,2026-03-11,0,785
837,control,2026-03-13,1,2257
838,treatment,2026-03-03,1,3294
839,control,2026-03-15,0,2068
840,control,2026-03-07,0,1458
841,treatment,2026-03-14,1,1891
842,control,2026-03-09,0,3273
843,control,2026-03-11,1,1063
844,control,2026-03-11,0,2602
845,control,2026-03-03,0,1291
846,control,2026-03-06,0,1024
847,control,2026-03-09,0,1802
848,treatment,2026-03-02,1,755
849,control,2026-03-11,0,1115
850,control,2026-03-02,0,1267
851,treatment,2026-03-10,0,1687
852,control,2026-03-08,1,2079
853,control,2026-03-10,1,2098
854,treatment,2026-03-04,1,1621
855,control,2026-03-08,0,1460
856,control,2026-03-15,0,598
857,control,2026-03-06,0,1199
858,control,2026-03-06,1,820
859,control,2026-03-05,0,2606
860,treatment,2026-03-05,1,1060
861,control,2026-03-03,0,1228
862,treatment,2026-03-13,0,1305
863,treatment,2026-03-09,0,2122
864,control,2026-03-14,1,1408
865,treatment,2026-03-09,1,1053
866,control,2026-03-05,0,1666
867,control,2026-03-06,0,1015
868,treatment,2026-03-11,0,1214
869,control,2026-03-10,0,1624
870,treatment,2026-03-14,0,1110
871,treatment,2026-03-09,0,3029
872,control,2026-03-07,1,1297
873,treatment,2026-03-06,1,1269
874,treatment,2026-03-15,1,2043
875,control,2026-03-13,1,1191
876,treatment,2026-03-05,0,2467
877,control,2026-03-05,1,1047
878,control,2026-03-07,1,1119
879,control,2026-03-05,0,1048
880,treatment,2026-03-03,0,1592
881,treatment,2026-03-08,0,1207
882,control,2026-03-08,0,853
883,treatment,2026-03-13,0,1624
884,control,2026-03-11,0,666
885,control,2026-03-06,1,1223
886,treatment,2026-03-13,0,1507
887,control,2026-03-14,0,2051
888,control,2026-03-04,1,795
889,treatment,2026-03-03,0,654
890,treatment,2026-03-13,1,1527
891,control,2026-03-13,0,732
892,treatment,2026-03-05,0,2926
893,control,2026-03-15,0,1272
894,treatment,2026-03-05,0,1370
895,control,2026-03-07,1,955
896,control,2026-03-15,0,1605
897,control,2026-03-14,0,1894
898,control,2026-03-14,1,1521
899,control,2026-03-13,1,816
900,treatment,2026-03-07,1,1000
901,control,2026-03-08,1,936
902,treatment,2026-03-08,0,1251
903,treatment,2026-03-11,0,1030
904,treatment,2026-03-02,1,1181
905,treatment,2026-03-15,1,1122
906,treatment,2026-03-13,0,1856
907,treatment,2026-03-05,1,1196
908,control,2026-03-14,1,1379
909,control,2026-03-07,1,872
910,control,2026-03-09,1,1556
911,treatment,2026-03-15,1,1763
912,control,2026-03-05,0,890
913,control,2026-03-15,0,847
914,control,2026-03-09,0,515
915,treatment,2026-03-09,0,902
916,treatment,2026-03-06,0,690
917,treatment,2026-03-13,0,541
918,control,2026-03-14,0,2492
919,treatment,2026-03-04,1,1360
920,control,2026-03-11,1,1751
921,control,2026-03-04,0,892
922,treatment,2026-03-12,0,1334
923,treatment,2026-03-02,0,1165
924,treatment,2026-03-08,0,970
925,control,2026-03-06,0,1971
926,control,2026-03-05,0,3066
927,control,2026-03-03,0,1002
928,treatment,2026-03-13,0,1647
929,control,2026-03-07,1,1400
930,control,2026-03-02,0,1156
931,treatment,2026-03-04,0,1390
932,control,2026-03-13,1,1592
933,control,2026-03-08,1,819
934,treatment,2026-03-04,0,1040
935,treatment,2026-03-10,0,2599
936,control,2026-03-03,0,2302
937,treatment,2026-03-12,1,1058
938,treatment,2026-03-04,1,1895
939,control,2026-03-10,0,1581
940,control,2026-03-02,0,1073
941,treatment,2026-03-13,0,1798
942,treatment,2026-03-12,0,1759
943,treatment,2026-03-03,0,831
944,treatment,2026-03-06,1,1035
945,control,2026-03-06,0,1557
946,control,2026-03-10,0,1594
947,treatment,2026-03-13,1,1536
948,treatment,2026-03-13,0,1801
949,treatment,2026-03-05,1,1432
950,treatment,2026-03-06,0,2019
951,control,2026-03-09,0,1968
952,control,2026-03-03,0,1359
953,control,2026-03-03,0,1078
954,treatment,2026-03-06,0,2004
955,treatment,2026-03-07,0,1642
956,control,2026-03-02,0,948
957,treatment,2026-03-12,0,1258
958,control,2026-03-04,1,541
959,treatment,2026-03-12,0,1299
960,control,2026-03-10,1,1712
961,treatment,2026-03-09,0,873
962,treatment,2026-03-05,0,1186
963,treatment,2026-03-03,0,2018
964,treatment,2026-03-14,1,1308
965,control,2026-03-06,1,1472
966,treatment,2026-03-13,0,1070
967,treatment,2026-03-06,0,1161
968,treatment,2026-03-12,0,1659
969,control,2026-03-09,0,945
970,treatment,2026-03-14,1,1161
971,treatment,2026-03-05,0,1920
972,treatment,2026-03-10,0,2397
973,control,2026-03-05,0,1007
974,control,2026-03-02,1,2762
975,control,2026-03-10,0,1529
976,treatment,2026-03-07,0,1854
977,treatment,2026-03-04,0,1730
978,treatment,2026-03-08,0,1504
979,treatment,2026-03-15,0,1537
980,control,2026-03-03,1,1287
981,control,2026-03-13,0,1354
982,treatment,2026-03-14,0,1419
983,control,2026-03-05,1,1305
984,treatment,2026-03-04,0,1540
985,control,2026-03-12,1,1512
986,treatment,2026-03-10,0,1074
987,control,2026-03-10,1,1321
988,treatment,2026-03-05,0,1138
989,control,2026-03-04,1,899
990,control,2026-03-08,0,2131
991,treatment,2026-03-14,1,864
992,treatment,2026-03-04,0,1591
993,control,2026-03-06,0,929
994,control,2026-03-03,1,927
995,control,2026-03-07,1,1012
996,treatment,2026-03-13,1,964
997,treatment,2026-03-06,1,1827
998,treatment,2026-03-06,0,1095
999,control,2026-03-03,1,1141
1000,control,2026-03-08,0,737
1001,treatment,2026-03-03,0,877
1002,control,2026-03-14,0,1679
1003,control,2026-03-09,0,1266
1004,control,2026-03-07,0,1236
1005,control,2026-03-13,0,1415
1006,control,2026-03-11,0,1258
1007,treatment,2026-03-04,0,2125
1008,control,2026-03-14,1,1635
1009,treatment,2026-03-05,1,877
1010,treatment,2026-03-12,0,1777
1011,treatment,2026-03-12,0,1436
1012,control,2026-03-09,0,1470
1013,control,2026-03-13,0,921
1014,control,2026-03-10,1,1264
1015,control,2026-03-07,0,1450
1016,treatment,2026-03-09,0,1920
1017,control,2026-03-05,1,1821
1018,treatment,2026-03-15,0,708
1019,treatment,2026-03-11,0,898
1020,control,2026-03-08,0,1591
1021,control,2026-03-06,1,898
1022,control,2026-03-15,1,1840
1023,control,2026-03-06,0,906
1024,control,2026-03-05,0,1099
1025,control,2026-03-02,0,1754
1026,treatment,2026-03-05,0,1712
1027,control,2026-03-15,1,1702
1028,treatment,2026-03-03,1,827
1029,control,2026-03-06,1,1178
1030,treatment,2026-03-08,0,1749
1031,control,2026-03-05,0,943
1032,treatment,2026-03-11,0,1090
1033,treatment,2026-03-08,0,1151
1034,treatment,2026-03-05,1,1924
1035,control,2026-03-09,0,829
1036,treatment,2026-03-03,0,969
1037,treatment,2026-03-06,0,1153
1038,treatment,2026-03-05,1,1029
1039,control,2026-03-06,1,1317
1040,control,2026-03-11,0,722
1041,treatment,2026-03-13,0,1456
1042,control,2026-03-15,1,1561
1043,treatment,2026-03-10,0,856
1044,control,2026-03-13,0,1520
1045,control,2026-03-11,0,727
1046,control,2026-03-05,0,974
1047,control,2026-03-07,1,645
1048,control,2026-03-08,0,1325
1049,treatment,2026-03-07,1,1481
1050,control,2026-03-02,0,1428
1051,control,2026-03-09,0,777
1052,control,2026-03-11,1,1334
1053,control,2026-03-03,0,1975
1054,control,2026-03-04,0,1397
1055,treatment,2026-03-04,0,1580
1056,treatment,2026-03-10,1,796
1057,treatment,2026-03-09,0,1188
1058,control,2026-03-06,0,1093
1059,control,2026-03-09,0,1483
1060,control,2026-03-11,0,854
1061,treatment,2026-03-05,0,894
1062,control,2026-03-02,0,1900
1063,treatment,2026-03-13,0,958
1064,treatment,2026-03-04,0,1513
1065,control,2026-03-10,0,1434
1066,treatment,2026-03-11,1,1527
1067,control,2026-03-08,1,636
1068,treatment,2026-03-12,1,1657
1069,control,2026-03-03,0,768
1070,control,2026-03-15,1,1287
1071,treatment,2026-03-07,0,3526
1072,control,2026-03-09,0,1208
1073,control,2026-03-04,0,1315
1074,control,2026-03-10,0,1488
1075,treatment,2026-03-04,1,1135
1076,treatment,2026-03-10,1,828
1077,treatment,2026-03-02,0,1261
1078,control,2026-03-02,0,2382
1079,control,2026-03-06,1,1027
1080,control,2026-03-07,0,1084
1081,control,2026-03-03,0,1814
1082,control,2026-03-06,1,1714
1083,treatment,2026-03-14,0,1075
1084,control,2026-03-08,0,1915
1085,control,2026-03-05,0,1237
1086,control,2026-03-07,1,785
1087,treatment,2026-03-11,0,906
1088,control,2026-03-15,0,817
1089,treatment,2026-03-04,0,862
1090,treatment,2026-03-03,1,1186
1091,treatment,2026-03-05,1,1425
1092,treatment,2026-03-06,0,1311
1093,treatment,2026-03-06,0,1589
1094,control,2026-03-06,0,1320
1095,treatment,2026-03-12,1,1269
1096,treatment,2026-03-11,0,2540
1097,treatment,2026-03-04,1,1034
1098,control,2026-03-12,0,1899
1099,control,2026-03-07,1,1682
1100,treatment,2026-03-06,0,1391
1101,treatment,2026-03-15,0,2879
1102,treatment,2026-03-15,0,2054
1103,treatment,2026-03-08,1,2291
1104,control,2026-03-08,1,1595
1105,control,2026-03-11,1,1294
1106,control,2026-03-03,0,1626
1107,control,2026-03-05,1,1246
1108,control,2026-03-15,0,530
1109,control,2026-03-10,0,677
1110,treatment,2026-03-09,1,1717
1111,control,2026-03-11,0,653
1112,treatment,2026-03-06,0,1534
1113,control,2026-03-09,0,1235
1114,treatment,2026-03-10,0,1950
1115,control,2026-03-15,1,1389
1116,treatment,2026-03-06,0,689
1117,treatment,2026-03-04,0,1847
1118,control,2026-03-13,0,2754
1119,control,2026-03-09,1,1216
1120,control,2026-03-06,0,1112
1121,control,2026-03-13,0,966
1122,control,2026-03-06,0,1008
1123,treatment,2026-03-04,0,4197
1124,control,2026-03-03,1,1447
1125,treatment,2026-03-07,1,1621
1126,control,2026-03-07,0,1551
1127,control,2026-03-15,1,2018
1128,control,2026-03-06,0,1295
1129,control,2026-03-07,0,833
1130,control,2026-03-14,1,1066
1131,treatment,2026-03-06,1,1339
1132,treatment,2026-03-08,1,2000
1133,treatment,2026-03-09,0,1211
1134,control,2026-03-08,1,1427
1135,control,2026-03-04,1,2116
1136,control,2026-03-10,1,896
1137,control,2026-03-11,0,893
1138,control,2026-03-15,1,1669
1139,control,2026-03-12,1,1220
1140,control,2026-03-08,1,969
1141,treatment,2026-03-09,1,1140
1142,control,2026-03-14,0,1882
1143,control,2026-03-12,0,2154
1144,treatment,2026-03-12,1,1612
1145,treatment,2026-03-02,1,1763
1146,control,2026-03-08,0,1352
1147,treatment,2026-03-13,1,1578
1148,control,2026-03-13,1,1256
1149,treatment,2026-03-06,0,1400
1150,control,2026-03-06,0,1763
1151,treatment,2026-03-03,0,1443
1152,treatment,2026-03-14,1,1300
1153,control,2026-03-07,0,831
1154,control,2026-03-11,0,1777
1155,control,2026-03-11,0,679
1156,treatment,2026-03-03,0,1968
1157,control,2026-03-07,1,804
1158,treatment,2026-03-09,1,1455
1159,control,2026-03-10,0,748
1160,control,2026-03-10,0,819
1161,control,2026-03-14,1,803
1162,control,2026-03-13,1,1655
1163,control,2026-03-09,0,598
1164,treatment,2026-03-04,0,2195
1165,treatment,2026-03-09,1,1443
1166,control,2026-03-12,0,960
1167,treatment,2026-03-04,0,1811
1168,control,2026-03-07,0,1626
1169,treatment,2026-03-12,1,2702
1170,treatment,2026-03-05,0,766
1171,treatment,2026-03-07,0,890
1172,control,2026-03-06,0,2256
1173,control,2026-03-04,0,1803
1174,control,2026-03-11,0,1413
1175,control,2026-03-08,0,1486
1176,control,2026-03-03,1,682
1177,control,2026-03-02,0,1535
1178,treatment,2026-03-08,1,1320
1179,control,2026-03-09,0,1372
1180,control,2026-03-10,0,1142
1181,treatment,2026-03-05,0,1443
1182,treatment,2026-03-03,0,1003
1183,control,2026-03-14,0,1592
1184,control,2026-03-03,1,1390
1185,treatment,2026-03-07,0,2142
1186,treatment,2026-03-05,0,2083
1187,treatment,2026-03-12,1,1494
1188,control,2026-03-12,0,1507
1189,control,2026-03-14,1,1297
1190,control,2026-03-05,0,1523
1191,control,2026-03-05,1,1710
1192,control,2026-03-15,0,1252
1193,treatment,2026-03-06,1,2094
1194,treatment,2026-03-11,0,699
1195,treatment,2026-03-04,0,1436
1196,treatment,2026-03-10,0,1468
1197,control,2026-03-07,0,1147
1198,treatment,2026-03-10,0,1659
1199,treatment,2026-03-09,0,1741
1200,treatment,2026-03-02,0,1298
1201,control,2026-03-12,0,575
1202,control,2026-03-09,0,658
1203,control,2026-03-07,0,2246
1204,treatment,2026-03-03,1,1215
1205,control,2026-03-05,0,1277
1206,control,2026-03-12,1,1900
1207,control,2026-03-09,0,1207
1208,control,2026-03-10,0,821
1209,control,2026-03-13,0,933
1210,treatment,2026-03-15,1,2198
1211,treatment,2026-03-05,1,1385
1212,control,2026-03-04,1,1729
1213,control,2026-03-10,0,2258
1214,treatment,2026-03-12,0,972
1215,control,2026-03-13,1,906
1216,treatment,2026-03-12,0,1584
1217,control,2026-03-12,1,1124
1218,control,2026-03-07,0,1831
1219,control,2026-03-10,0,1655
1220,treatment,2026-03-09,0,1768
1221,treatment,2026-03-08,0,1151
1222,control,2026-03-15,0,1189
1223,treatment,2026-03-06,1,1095
1224,treatment,2026-03-10,0,1387
1225,treatment,2026-03-05,0,1203
1226,control,2026-03-07,0,1641
1227,control,2026-03-09,0,1723
1228,control,2026-03-14,1,749
1229,treatment,2026-03-09,1,843
1230,treatment,2026-03-09,0,1160
1231,control,2026-03-10,0,1501
1232,control,2026-03-13,0,1102
1233,control,2026-03-13,1,875
1234,control,2026-03-03,0,672
1235,treatment,2026-03-15,0,1446
1236,treatment,2026-03-04,1,1804
1237,treatment,2026-03-07,1,1575
1238,treatment,2026-03-10,0,1175
1239,treatment,2026-03-05,0,1814
1240,treatment,2026-03-03,0,1440
1241,treatment,2026-03-11,0,1213
1242,treatment,2026-03-02,1,1240
1243,treatment,2026-03-02,0,1634
1244,control,2026-03-11,1,960
1245,control,2026-03-13,1,1147
1246,control,2026-03-10,1,1356
1247,control,2026-03-09,0,1251
1248,treatment,2026-03-04,0,1586
1249,control,2026-03-06,0,2344
1250,treatment,2026-03-07,0,1325
1251,treatment,2026-03-12,0,1348
1252,treatment,2026-03-14,0,1165
1253,treatment,2026-03-04,0,2039
1254,control,2026-03-12,0,1474
1255,control,2026-03-09,0,1707
1256,treatment,2026-03-14,1,1250
1257,treatment,2026-03-06,0,809
1258,treatment,2026-03-06,0,1687
1259,control,2026-03-02,0,1023
1260,treatment,2026-03-09,0,1872
1261,control,2026-03-15,1,1535
1262,control,2026-03-14,1,1189
1263,treatment,2026-03-04,0,1173
1264,treatment,2026-03-13,0,1689
1265,treatment,2026-03-10,0,1258
1266,control,2026-03-08,0,2193
1267,control,2026-03-02,0,1798
1268,control,2026-03-07,0,1237
1269,treatment,2026-03-11,0,2994
1270,treatment,2026-03-04,1,1614
1271,treatment,2026-03-07,0,1107
1272,control,2026-03-15,1,1055
1273,control,2026-03-13,1,1665
1274,control,2026-03-06,0,1532
1275,treatment,2026-03-10,0,1569
1276,control,2026-03-04,0,1631
1277,treatment,2026-03-15,0,1648
1278,control,2026-03-14,1,1182
1279,treatment,2026-03-13,1,910
1280,treatment,2026-03-11,0,1131
1281,control,2026-03-11,0,2213
1282,treatment,2026-03-11,1,1034
1283,treatment,2026-03-08,0,2052
1284,treatment,2026-03-05,0,1313
1285,treatment,2026-03-05,1,1579
1286,treatment,2026-03-07,1,1160
1287,control,2026-03-06,0,841
1288,control,2026-03-11,0,1217
1289,control,2026-03-12,0,1706
1290,control,2026-03-13,1,840
1291,control,2026-03-09,0,1087
1292,treatment,2026-03-13,1,1642
1293,treatment,2026-03-08,0,2242
1294,treatment,2026-03-09,1,1660
1295,treatment,2026-03-12,1,1045
1296,treatment,2026-03-10,1,1729
1297,treatment,2026-03-07,0,757
1298,treatment,2026-03-11,1,1415
1299,treatment,2026-03-09,1,1268
1300,control,2026-03-10,0,1147
1301,control,2026-03-08,0,1893
1302,control,2026-03-07,0,1772
1303,treatment,2026-03-07,0,1903
1304,treatment,2026-03-12,1,1276
1305,control,2026-03-06,0,1142
1306,control,2026-03-03,0,1287
1307,control,2026-03-12,0,1227
1308,control,2026-03-08,0,1388
1309,control,2026-03-05,0,1704
1310,treatment,2026-03-04,1,1210
1311,treatment,2026-03-03,1,1061
1312,treatment,2026-03-05,0,906
1313,treatment,2026-03-10,1,2033
1314,treatment,2026-03-04,0,766
1315,control,2026-03-02,0,1343
1316,control,2026-03-13,1,810
1317,treatment,2026-03-09,1,1066
1318,treatment,2026-03-06,0,1059
1319,control,2026-03-07,0,1874
1320,control,2026-03-05,0,1252
1321,control,2026-03-04,1,877
1322,control,2026-03-04,0,723
1323,control,2026-03-15,1,939
1324,control,2026-03-07,0,2300
1325,treatment,2026-03-15,0,1206
1326,control,2026-03-03,0,3726
1327,control,2026-03-04,1,1047
1328,control,2026-03-08,0,706
1329,control,2026-03-08,0,994
1330,control,2026-03-11,0,1401
1331,control,2026-03-14,0,1210
1332,treatment,2026-03-06,0,1190
1333,control,2026-03-04,0,1056
1334,treatment,2026-03-07,0,1118
1335,treatment,2026-03-13,0,801
1336,control,2026-03-14,0,1375
1337,treatment,2026-03-02,0,1340
1338,control,2026-03-15,0,1450
1339,treatment,2026-03-05,0,1860
1340,treatment,2026-03-11,1,2830
1341,control,2026-03-03,0,2167
1342,control,2026-03-04,1,416
1343,control,2026-03-14,0,1687
1344,treatment,2026-03-14,1,1560
1345,control,2026-03-13,0,1169
1346,control,2026-03-09,1,1052
1347,control,2026-03-12,0,2245
1348,treatment,2026-03-13,0,1227
1349,treatment,2026-03-11,0,1365
1350,treatment,2026-03-13,0,1184
1351,control,2026-03-04,0,1450
1352,control,2026-03-13,1,1093
1353,control,2026-03-03,0,1204
1354,treatment,2026-03-14,1,900
1355,control,2026-03-08,1,2126
1356,treatment,2026-03-11,1,1538
1357,control,2026-03-07,0,704
1358,treatment,2026-03-02,0,1159
1359,treatment,2026-03-07,0,2051
1360,control,2026-03-05,0,759
1361,control,2026-03-05,0,2478
1362,control,2026-03-11,1,1243
1363,treatment,2026-03-13,1,2207
1364,treatment,2026-03-14,0,1098
1365,treatment,2026-03-11,0,1336
1366,treatment,2026-03-10,0,1404
1367,control,2026-03-02,1,961
1368,control,2026-03-09,0,1324
1369,treatment,2026-03-15,0,2240
1370,control,2026-03-07,0,900
1371,treatment,2026-03-08,1,1565
1372,control,2026-03-11,0,1131
1373,control,2026-03-11,0,1583
1374,treatment,2026-03-02,0,944
1375,control,2026-03-06,0,954
1376,control,2026-03-14,1,1817
1377,treatment,2026-03-08,0,866
1378,control,2026-03-04,0,905
1379,treatment,2026-03-10,0,2329
1380,treatment,2026-03-10,0,1082
1381,control,2026-03-13,1,988
1382,control,2026-03-05,1,665
1383,treatment,2026-03-13,0,1711
1384,treatment,2026-03-02,1,2142
1385,control,2026-03-10,0,1379
1386,treatment,2026-03-03,0,1170
1387,treatment,2026-03-07,1,1244
1388,control,2026-03-09,0,1330
1389,control,2026-03-02,1,3091
1390,control,2026-03-06,1,1326
1391,control,2026-03-04,0,924
1392,treatment,2026-03-11,0,1725
1393,treatment,2026-03-12,0,1018
1394,control,2026-03-14,0,863
1395,control,2026-03-05,1,776
1396,control,2026-03-05,0,1021
1397,treatment,2026-03-07,0,1659
1398,control,2026-03-10,0,1100
1399,treatment,2026-03-09,1,1866
1400,control,2026-03-05,1,1523
1401,treatment,2026-03-10,0,1253
1402,control,2026-03-08,0,1048
1403,control,2026-03-02,0,1665
1404,control,2026-03-02,1,957
1405,treatment,2026-03-13,0,1531
1406,control,2026-03-10,0,1978
1407,control,2026-03-03,0,706
1408,control,2026-03-07,1,1692
1409,treatment,2026-03-13,0,1314
1410,control,2026-03-11,0,1155
1411,treatment,2026-03-02,0,1640
1412,control,2026-03-13,0,1410
1413,control,2026-03-04,1,1384
1414,treatment,2026-03-03,1,1963
1415,control,2026-03-09,0,711
1416,treatment,2026-03-07,1,2173
1417,control,2026-03-12,1,585
1418,control,2026-03-07,1,757
1419,control,2026-03-07,1,1455
1420,control,2026-03-15,1,609
1421,control,2026-03-13,1,2212
1422,control,2026-03-09,0,1291
1423,treatment,2026-03-02,0,2257
1424,treatment,2026-03-05,0,1494
1425,treatment,2026-03-04,1,1170
1426,control,2026-03-14,0,992
1427,control,2026-03-08,1,736
1428,control,2026-03-03,0,908
1429,treatment,2026-03-07,1,2884
1430,treatment,2026-03-04,0,539
1431,control,2026-03-05,0,1098
1432,control,2026-03-05,0,834
1433,treatment,2026-03-13,0,1732
1434,treatment,2026-03-04,0,1918
1435,control,2026-03-14,0,1780
1436,control,2026-03-08,0,2465
1437,treatment,2026-03-15,0,1225
1438,treatment,2026-03-02,1,2183
1439,treatment,2026-03-06,0,999
1440,treatment,2026-03-07,0,1286
1441,treatment,2026-03-11,0,1142
1442,treatment,2026-03-06,0,1731
1443,control,2026-03-04,1,1801
1444,control,2026-03-09,1,2316
1445,treatment,2026-03-11,0,1134
1446,treatment,2026-03-02,1,1461
1447,control,2026-03-10,0,1093
1448,treatment,2026-03-13,0,1515
1449,control,2026-03-11,1,1338
1450,control,2026-03-08,0,828
1451,treatment,2026-03-05,0,2719
